,date,title,class,viewCount,commentCount,likeCount,dislikeCount,ratio,magMean,magStd,magMin,magLq,magMedian,magUq,magMax,sentMean,sentStd,sentMin,sentLq,sentMedian,sentUq,sentMax
285,2013-03-13,Joe Rogan Experience #337 - Justin Wren,1,38667,225,519,13,39.92307692307692,53.68467980295567,39.87935732759887,0.58,25.875,42.81,70.08,228.07,0.22768472906403933,0.21537225225843679,-0.35,0.08499999999999999,0.23,0.36,0.72
286,2013-03-14,Joe Rogan Experience #338 - Shane Smith,4,145050,924,1489,71,20.97183098591549,42.883824228028516,31.55457448376303,0.13,19.41,37.525000000000006,59.084999999999994,229.53,0.15515439429928773,0.23519372420572018,-0.76,0.0225,0.16,0.29,0.87
287,2013-03-19,Joe Rogan Experience #339 - Jacob Ward,3,56584,212,406,18,22.555555555555557,50.75413043478261,34.89927502189597,1.5,21.9775,48.435,69.16250000000001,168.1,0.17733695652173917,0.21409608063088473,-0.53,0.057499999999999996,0.195,0.3125,0.72
288,2013-03-20,Joe Rogan Experience #340 - JD Kelley,3,35847,272,304,27,11.25925925925926,44.60681034482758,33.65467386410006,1.37,16.785,37.71,65.4325,151.38,0.15943965517241376,0.23530791428372286,-0.74,0.07,0.185,0.2925,0.84
289,2013-03-31,"Joe Rogan Experience #344 - Stanley Krippner, Christopher Ryan",3,96626,423,1050,41,25.609756097560968,49.96428947368418,34.202050252087616,0.18,23.025,45.85,71.12,187.17,0.1800263157894737,0.22796044035388693,-0.75,0.06,0.185,0.3,0.74
290,2013-04-02,Joe Rogan Experience #345 - Bryan Callen,2,78441,282,594,35,16.97142857142857,41.95599137931036,32.03507770151209,0.42,17.2075,37.644999999999996,58.722500000000004,177.94,0.195,0.22169359924917084,-0.76,0.08,0.21,0.34,0.81
291,2013-04-03,Joe Rogan Experience #346 - Douglas Rushkoff,3,46790,234,443,32,13.84375,45.37128078817735,33.607422305125176,0.25,19.77,40.45,64.44,188.66,0.16546798029556656,0.23829043080914442,-0.8,0.045,0.17,0.305,0.72
292,2013-04-13,Joe Rogan Experience #347 - Joey Diaz,2,351575,907,2692,229,11.755458515283847,45.54322033898308,35.18842812373884,0.21,18.475,37.88,63.235,273.27,0.1582920469361147,0.23766065771701378,-0.83,0.04,0.17,0.3,0.75
293,2013-04-16,"Joe Rogan Experience #348 - Steven Rinella, Bryan Callen, Cam Edwards",0,122819,305,836,56,14.928571428571427,50.95854545454543,43.95299259129679,0.38,18.89,40.04,66.38499999999999,286.81,0.20029090909090905,0.22394747108990676,-0.67,0.07,0.2,0.32,0.75
294,2013-04-17,Joe Rogan Experience #349 - Greg Fitzsimmons,2,54391,238,463,49,9.448979591836734,45.515362318840566,34.78513491992254,0.25,17.7,39.16,63.345,185.29,0.18347826086956526,0.21403538011878281,-0.47,0.05,0.18,0.31,0.72
295,2013-04-23,Joe Rogan Experience #350 - Tony Hinchcliffe,2,107011,306,504,55,9.163636363636364,47.641255605381176,37.23735010121555,1.39,18.674999999999997,42.09,68.19,272.45,0.16497757847533645,0.22243102876638815,-0.57,0.05,0.17,0.3,0.72
296,2013-04-24,Joe Rogan Experience #351 - Georges St. Pierre,1,684286,1634,5064,182,27.824175824175825,46.88617960426181,34.2044411076453,0.25,20.354999999999997,41.120000000000005,64.8725,248.3,0.17889649923896508,0.21758296283274847,-0.83,0.07,0.19,0.3,0.75
297,2013-04-25,Joe Rogan Experience #352 - Tom Segura,2,173465,411,1306,77,16.961038961038962,47.23281645569622,31.65617098211255,0.56,24.1575,40.685,65.00999999999999,209.62,0.17256329113924054,0.24639640106483987,-0.8,0.07,0.2,0.31,0.75
298,2013-05-01,"Joe Rogan Experience #354 - Ari Shaffir, Amy Schumer",2,248039,682,1204,179,6.726256983240224,52.60291595197251,40.30578699172283,0.46,22.060000000000002,47.02,72.9,264.98,0.15881646655231568,0.2461583995449499,-0.93,0.05,0.17,0.31,0.72
299,2013-05-07,Joe Rogan Experience #355 - Dom Irrera,2,36584,176,308,26,11.846153846153848,42.94006211180125,32.933603194474756,1.13,15.88,36.01,65.0,142.66,0.16925465838509315,0.25253849408315726,-0.78,0.07,0.19,0.34,0.75
300,2013-05-08,Joe Rogan Experience #356 - Dan Hardy,1,256470,822,2109,79,26.69620253164557,51.79780354706681,40.850825689492076,0.01,20.83,40.41,73.25,205.8,0.18914051841746254,0.2255913859104523,-0.8,0.06,0.19,0.32,0.84
301,2013-05-10,Joe Rogan Experience #357 - Daniele Bolelli,0,56539,263,487,18,27.055555555555557,46.8995535714286,36.25262026437526,1.35,20.035,39.985,63.81,174.7,0.15955357142857146,0.23043491106668001,-0.72,0.05,0.18,0.2925,0.75
302,2013-05-14,Joe Rogan Experience #358 - Bert Kreischer,2,105815,334,705,36,19.58333333333333,44.99200704225351,35.14161289319163,0.67,17.697499999999998,37.83,62.870000000000005,190.66,0.1666549295774647,0.23764838907667163,-0.65,0.04,0.2,0.32,0.84
303,2013-05-22,Joe Rogan Experience #359 - Alex Grey,4,167294,558,1619,77,21.025974025974023,49.07563275434246,35.43474989025874,0.26,21.875,41.86,68.66499999999999,205.23,0.19133995037220836,0.21493535084250007,-0.66,0.1,0.21,0.32,0.81
304,2013-05-24,Joe Rogan Experience #360 - Graham Hancock,3,587004,1413,5785,277,20.884476534296027,60.05054327808467,48.185304320129255,0.31,26.675,51.185,81.16250000000001,575.69,0.20653775322283632,0.1979144300319088,-0.76,0.1,0.21,0.3175,0.75
305,2013-05-28,"Joe Rogan Experience #361 - Dave Asprey, Tait Fletcher",0,86161,511,665,56,11.875,60.50078624078616,38.947588710668285,0.56,30.615000000000002,56.13,86.805,175.84,0.1663144963144963,0.20956953150012447,-0.67,0.07,0.18,0.26,0.81
306,2013-05-29,Joe Rogan Experience #362 - Eddie Ifft,2,42858,236,294,19,15.473684210526311,53.889519230769224,38.78171677852186,0.21,23.51,45.875,75.21,179.25,0.13673076923076918,0.20279897620344112,-0.61,0.01,0.15,0.26,0.67
307,2013-06-04,Joe Rogan Experience #363 - Everlast,4,57908,273,534,31,17.225806451612904,52.25380392156861,33.51070968839169,0.84,28.295,46.17,74.28,165.24,0.19643137254901963,0.2156025483485942,-0.67,0.07500000000000001,0.21,0.32,0.75
308,2013-06-07,"Joe Rogan Experience #365 - Kelly Starrett, Glen Cordoza",1,212236,916,1622,172,9.430232558139538,60.20779499404055,41.20893693796248,0.52,28.060000000000002,54.99,83.07,340.26,0.1787127532777116,0.1710553015768339,-0.74,0.09,0.18,0.27,0.75
309,2013-06-11,Joe Rogan Experience #366 - Bobcat Goldthwait,2,133913,308,1020,55,18.545454545454547,46.56354243542437,29.182763964193995,0.64,24.305,43.63,61.605000000000004,154.75,0.2307380073800738,0.23052478294120318,-0.8,0.125,0.23,0.36,0.72
310,2013-06-12,Joe Rogan Experience #367 - Aubrey Marcus,0,87864,257,665,33,20.151515151515152,46.78296943231442,36.271344700837275,0.55,18.24,37.41,65.6,210.26,0.15030567685589524,0.2351434668696785,-0.64,0.04,0.16,0.29,0.75
311,2013-06-20,Joe Rogan Experience #368 - David Seaman,1,56243,334,597,41,14.560975609756095,49.380304054054015,37.68723828748595,0.94,17.8625,42.915,74.2125,184.47,0.15702702702702698,0.2010378477208116,-0.64,0.05,0.17,0.29,0.63
312,2013-06-22,"Joe Rogan Experience #369 - Jason Silva, Duncan Trussell, Ari Shaffir",2,176824,918,1866,91,20.505494505494507,50.68172289156625,38.734496914116534,0.31,21.5925,42.77,71.3875,251.17,0.17734939759036175,0.22635723518106587,-0.8,0.08,0.18,0.31,0.84
313,2013-07-01,Joe Rogan Experience #371 - Rick Doblin,3,104665,339,984,35,28.114285714285717,47.98875444839861,35.0392100807926,0.62,19.87,42.01,66.37,199.54,0.18153024911032037,0.2349045550315716,-0.69,0.07,0.19,0.33,0.75
314,2013-07-09,Joe Rogan Experience #372 - Mariana van Zeller,4,76965,381,622,31,20.06451612903226,54.203819241982536,37.93658439251932,0.77,26.25,45.02,76.765,214.86,0.15408163265306127,0.19973144040782645,-0.61,0.045,0.14,0.265,0.71
315,2013-07-10,"Joe Rogan Experience #373 - Joey ""CoCo"" Diaz",2,335925,731,2396,157,15.261146496815286,43.81065916398715,31.616466057638707,0.74,18.7675,38.735,62.864999999999995,184.97,0.17450160771704176,0.23447476335673179,-0.73,0.052500000000000005,0.18,0.33,0.75
316,2013-07-16,Joe Rogan Experience #374 - Marc Maron,2,371099,817,2270,168,13.511904761904766,59.43748930099855,42.875558311752926,0.96,24.59,51.85,87.75,269.79,0.16099857346647628,0.21278191719146688,-0.64,0.05,0.14,0.28,0.84
317,2013-07-17,Joe Rogan Experience #375 - Shane Smith,4,153918,633,1169,64,18.265625,45.33999999999995,33.944414457383736,0.41,19.55,36.44,64.405,177.84,0.188846153846154,0.23166283270895285,-0.75,0.06,0.195,0.34,0.75
318,2013-07-24,Joe Rogan Experience #376 - Bryan Callen,2,111347,397,940,54,17.407407407407412,46.93215743440234,35.813540841594666,0.17,17.564999999999998,39.39,67.08500000000001,182.09,0.1759475218658892,0.22874221972767997,-0.76,0.06,0.2,0.315,0.75
319,2013-07-25,Joe Rogan Experience #377 - Duncan Trussell,2,213633,672,2042,80,25.525,47.99484899328859,36.811756075407594,0.31,20.314999999999998,38.41,69.0725,226.22,0.20454697986577194,0.25209767909679276,-0.83,0.09,0.23,0.35,0.81
320,2013-07-31,"Joe Rogan Experience #379 - Matt Farah, Tod Mesirow",0,110301,407,961,66,14.56060606060606,46.39790450928381,33.781198111718865,0.28,20.46,40.75,65.75,207.45,0.19917771883289126,0.21783658898869418,-0.67,0.09,0.2,0.34,0.75
321,2013-08-06,Joe Rogan Experience #381 - Abby Martin,5,176467,1110,1739,177,9.824858757062147,54.51291291291293,39.48265890402627,0.44,25.005000000000003,45.91,76.445,280.14,0.1639739739739738,0.2234936736636149,-0.82,0.06,0.17,0.28,0.78
322,2013-08-09,Joe Rogan Experience #382 - Greg Fitzsimmons,2,69159,328,601,44,13.659090909090908,45.22806228373701,35.918382746845445,0.01,15.54,38.08,62.73,238.52,0.14754325259515572,0.248659990061609,-0.72,0.02,0.16,0.29,0.75
323,2013-08-13,Joe Rogan Experience #383 - Jim Norton,2,183178,540,1211,82,14.768292682926829,52.19836065573769,40.91141855960994,0.21,20.865000000000002,41.375,72.0825,236.99,0.17030737704918036,0.22795427102497332,-0.74,0.04,0.18,0.29,0.84
324,2013-08-14,Joe Rogan Experience #384 - Ian McCall,1,124992,630,794,156,5.089743589743589,50.58855072463767,36.71481823120737,0.16,21.725,42.86,75.21,195.3,0.1693115942028984,0.22683467922335293,-0.78,0.04,0.17,0.28,0.75
325,2013-08-27,"Joe Rogan Experience #385 - Duane Ludwig, TJ Dillashaw",1,133690,537,776,79,9.822784810126583,45.39228865979386,34.72206063217739,0.15,19.38,38.23,61.4,200.05,0.18179381443298984,0.20805543693374784,-0.58,0.07,0.18,0.31,0.75
326,2013-08-28,"Joe Rogan Experience #386 - Joey ""CoCo"" Diaz",2,393923,825,2871,201,14.28358208955224,40.13084648493539,34.95308002807622,0.06,14.32,32.09,55.88,298.27,0.14701578192252504,0.2555509959522409,-0.85,0.03,0.16,0.3,0.84
327,2013-08-29,Joe Rogan Experience #387 - Everlast,4,64981,356,640,48,13.333333333333336,47.92890675241157,34.73894358470908,0.16,21.505,40.31,67.65,196.81,0.21504823151125405,0.23448071849010657,-0.93,0.1,0.23,0.34,0.75
328,2013-09-10,Joe Rogan Experience #390 - Mac Lethal,4,105337,564,1210,70,17.285714285714285,44.29122950819673,34.87286916535568,0.58,18.127499999999998,38.09,60.669999999999995,230.58,0.17301229508196722,0.23897055022148897,-0.83,0.06,0.18,0.3025,0.75
329,2013-09-13,Joe Rogan Experience #392 - David Choe,4,222074,899,1973,91,21.68131868131868,45.05383615084527,33.03204984413486,0.31,18.84,38.09,63.82,197.28,0.19860858257477243,0.25010938019526624,-0.66,0.07,0.21,0.35,0.82
330,2013-09-17,Joe Rogan Experience #393 - Tom Segura,2,165202,389,1231,86,14.313953488372093,50.8383333333333,39.34034544714239,0.16,20.595,42.8,69.9025,189.31,0.17845238095238108,0.21494181953579658,-0.61,0.05,0.17,0.3125,0.74
331,2013-09-24,Joe Rogan Experience #396 - Stefan Molyneux,5,127027,996,1741,160,10.88125,66.70589388696652,45.39877235043223,0.31,30.235,59.25,95.095,241.99,0.1666089965397923,0.2063832128408834,-0.75,0.07,0.16,0.28,0.84
332,2013-09-27,Joe Rogan Experience #398 - Sam Tripoli,2,59885,320,500,48,10.416666666666666,43.75024911032024,33.7245059098913,0.4,17.84,37.65,62.32,154.29,0.15857651245551596,0.224213152769717,-0.68,0.03,0.17,0.3,0.72
333,2013-10-01,Joe Rogan Experience #399 - Buck Angel,4,157095,1046,1568,191,8.209424083769633,53.2260470324748,39.30624721775252,0.42,23.75,46.06,72.29,245.05,0.16241881298992136,0.23265762139602655,-0.83,0.05,0.17,0.3,0.75
334,2013-10-05,"Joe Rogan Experience #400 - Joey ""CoCo"" Diaz, Duncan Trussell",2,874638,2058,7047,448,15.729910714285715,42.704001221747035,32.998514389135366,0.13,17.2,36.26,60.28,254.17,0.17507635919364734,0.2254136586707715,-0.76,0.07,0.18,0.32,0.75
335,2013-10-16,"Joe Rogan Experience #405 - Steven Pressfield, Aubrey Marcus",0,199616,608,2396,81,29.58024691358025,47.896142322097376,36.20341301826496,0.33,20.427500000000002,41.345,66.89,253.47,0.2336142322097378,0.2203728910940424,-0.74,0.11,0.24,0.37,0.75
336,2013-10-22,"Joe Rogan Experience #406 - Tom Segura, Christina Pazsitzky",2,208170,555,1507,116,12.991379310344827,51.82893877551019,43.12459278366558,0.31,20.3275,42.575,74.08,383.14,0.1719183673469387,0.22686174422144004,-0.71,0.05,0.17,0.31,0.75
337,2013-10-23,Joe Rogan Experience #407 - Eddie Bravo,1,149381,600,1375,80,17.1875,42.76549212598427,32.28169810738262,0.01,18.947499999999998,37.09,57.8075,181.44,0.18188976377952745,0.22708592951169954,-0.83,0.07,0.185,0.32,0.81
338,2013-10-29,Joe Rogan Experience #408 - Todd Glass,2,98190,368,836,48,17.416666666666668,43.346363636363634,36.982661124082654,0.34,17.022499999999997,35.870000000000005,59.3975,268.52,0.18912121212121233,0.22813266784558478,-0.83,0.08249999999999999,0.19,0.3375,0.77
339,2013-10-31,Joe Rogan Experience #410 - Sam Harris,3,447489,2292,4340,722,6.011080332409973,73.40902524955962,53.486248216578986,0.07,33.625,66.0,102.445,518.98,0.14248385202583685,0.1768104160152203,-0.74,0.05,0.14,0.23,0.75
340,2013-11-05,Joe Rogan Experience #411 - Dave Asprey,0,101392,589,779,137,5.686131386861312,60.61746478873239,40.61804427811733,0.56,27.95,54.62,86.19,265.65,0.1367203219315894,0.21579632219030961,-0.66,0.03,0.16,0.25,0.75
341,2013-11-05,Joe Rogan Experience #412 - Maynard James Keenan,4,250460,596,2698,77,35.03896103896104,48.75310638297869,34.18205982983481,0.25,22.5925,42.745000000000005,67.61500000000001,291.4,0.18734042553191474,0.2419288849143387,-0.82,0.08,0.21,0.3375,0.75
342,2013-11-09,"Joe Rogan Experience #413 - Dan Carlin, Daniele Bolelli",0,295545,476,2380,134,17.761194029850746,51.791425,40.33350547471756,0.63,22.065,44.78,71.5925,335.5,0.18624999999999997,0.23097903755421986,-0.65,0.0675,0.19,0.3225,0.75
343,2013-11-11,Joe Rogan Experience #414 - Cmdr. Chris Hadfield,1,810391,2270,12509,359,34.844011142061284,55.6408942558747,41.30214912157309,0.18,25.555,47.375,74.965,318.9,0.21495430809399474,0.21296344062343817,-0.94,0.11,0.22,0.34,0.84
344,2013-11-12,Joe Rogan Experience #415 - Justin Foster,2,101764,745,495,250,1.98,57.311786833855805,42.190544517980804,0.63,26.337500000000002,49.59,80.0625,323.69,0.1168025078369905,0.21274049874275913,-0.88,0.0225,0.14,0.24,0.75
345,2013-11-13,Joe Rogan Experience #416 - Ana Kasparian,3,296150,1732,2940,1018,2.8880157170923377,61.4227644787645,50.58652321662547,0.11,27.11,50.3,82.435,494.57,0.16247104247104222,0.22567140537193586,-0.85,0.05,0.17,0.28,0.75
346,2013-11-14,Joe Rogan Experience #417 - Graham Hancock,3,671735,1678,6759,370,18.267567567567564,53.115888795282224,44.292877983735224,0.07,19.515,43.42,75.39500000000001,344.09,0.20367312552653755,0.20384041548578313,-0.65,0.09,0.21,0.33,0.87
347,2013-11-19,"Joe Rogan Experience #418 - Jeremy Stephens, Eddie Bravo",1,118291,382,921,43,21.418604651162788,47.02389937106918,36.39461233244501,0.25,19.0,39.129999999999995,66.0825,213.32,0.16455974842767304,0.2181445152688747,-0.8,0.06,0.18,0.28,0.75
348,2013-11-20,Joe Rogan Experience #419 - Lorenzo Hagerty (Part 2),3,30987,110,384,7,54.85714285714285,51.91483146067416,39.479235109115486,1.92,25.81,41.54,69.76,205.36,0.21426966292134828,0.23053735469574638,-0.61,0.11,0.22,0.35,0.69
349,2013-11-28,Joe Rogan Experience #421 - Christopher Ryan,3,112677,280,991,54,18.35185185185185,56.57512396694216,47.26267873303326,0.49,21.0475,47.28,75.0975,300.67,0.19462809917355375,0.24854778654156642,-0.8,0.09,0.22,0.3275,0.75
350,2013-12-04,Joe Rogan Experience #424 - Brody Stevens,2,155185,715,1411,116,12.163793103448276,49.139057851239656,37.7326286324563,0.31,21.94,42.81,67.52,345.1,0.1815371900826447,0.25269825478010827,-0.83,0.06,0.19,0.33,0.8
351,2013-12-20,Joe Rogan Experience #431 - Matt Fulchiron (Part 1),2,55472,141,309,22,14.045454545454545,45.26959349593497,35.72892948707555,1.14,18.240000000000002,36.84,66.535,179.78,0.16731707317073172,0.20912806167878897,-0.72,0.07500000000000001,0.21,0.29,0.64
352,2013-12-31,Joe Rogan Experience #434 - Roseanne Barr,2,355729,1654,3082,352,8.755681818181818,55.618669796557114,42.773251493601556,0.28,24.505,48.11,77.17750000000001,363.0,0.165133020344288,0.22209074067156662,-0.76,0.05,0.16,0.29,0.75
353,2014-01-07,Joe Rogan Experience #436 - Stefan Molyneux,0,180853,1817,2414,572,4.22027972027972,72.04835937500005,59.607118043617426,0.08,31.560000000000002,60.32,95.4225,662.42,0.13553906250000006,0.20162713411007255,-0.88,0.05,0.14,0.24,0.84
354,2014-01-08,Joe Rogan Experience #437 - Scott Sigler,1,63421,222,569,15,37.93333333333333,50.57681564245815,44.85558744678482,0.83,16.48,38.89,68.91,231.36,0.1898882681564245,0.21420610894365644,-0.64,0.09,0.19,0.32,0.75
355,2014-01-09,Joe Rogan Experience #438 - Dr. Mark Gordon,3,188946,541,1518,86,17.651162790697676,57.97098876404489,44.90199832440252,0.52,22.65,48.16,82.26,306.4,0.16748314606741566,0.20404679027299244,-0.8,0.07,0.17,0.28,0.84
356,2014-01-15,Joe Rogan Experience #440 - Dom Irrera,2,57701,230,481,20,24.05,47.43796511627905,35.3887676523497,0.83,18.634999999999998,40.98,63.550000000000004,160.65,0.16674418604651162,0.22278640472376887,-0.64,0.05,0.19,0.28,0.75
357,2014-01-18,Joe Rogan Experience #442 - Steven Rinella,0,265995,420,1779,127,14.007874015748033,47.24324159021405,34.950367796230175,0.82,21.45,40.57,64.86500000000001,199.72,0.18685015290519894,0.22763424312395222,-0.83,0.08,0.2,0.31,0.75
358,2014-01-21,Joe Rogan Experience #443 - Neal Brennan,2,92658,315,718,48,14.958333333333336,47.5323131672598,34.618007008968675,0.17,20.92,41.73,65.31,207.03,0.16124555160142356,0.2221153501556882,-0.61,0.05,0.17,0.29,0.72
359,2014-01-23,Joe Rogan Experience #445 - Peter Schiff,5,283888,3940,3408,347,9.821325648414986,77.55789976133637,56.000295736107994,0.17,36.65,65.54,106.31,387.03,0.13574838049778393,0.17572737386817663,-0.8,0.05,0.14,0.23,0.84
360,2014-01-28,Joe Rogan Experience #446 - Andreas Antonopoulos,0,199034,848,2525,87,29.02298850574713,51.0608333333333,39.795321823259414,0.16,21.5275,42.870000000000005,71.125,219.52,0.1957614942528733,0.20463688285479387,-0.76,0.09,0.21,0.32,0.74
361,2014-02-04,Joe Rogan Experience #448 - Tom Segura,2,186902,431,1325,101,13.118811881188119,55.29914529914535,48.925458898310346,0.41,21.18,45.64,75.99,399.47,0.14792022792022794,0.19380094181093413,-0.63,0.06,0.15,0.27,0.72
362,2014-02-05,Joe Rogan Experience #449 - Justin Martindale,2,61781,284,474,48,9.875,45.80852320675104,37.42111606960148,0.63,19.99,37.34,61.68,202.12,0.1680590717299577,0.23999741500193134,-0.8,0.05,0.16,0.3,0.75
363,2014-02-08,Joe Rogan Experience #450 - Cameron Hanes,0,209101,385,1727,107,16.14018691588785,57.27003144654089,46.81113964257047,1.44,24.427500000000002,46.675,77.0575,306.93,0.17905660377358487,0.19741800982418065,-0.69,0.06,0.17,0.3,0.72
364,2014-02-09,Joe Rogan Experience #451 - Aubrey Marcus,0,84029,344,835,58,14.39655172413793,52.904673913043496,44.18026272898761,0.18,20.380000000000003,43.605000000000004,72.5625,286.11,0.17782608695652166,0.23420966249902053,-0.6,0.05,0.18,0.31,0.84
365,2014-02-11,Joe Rogan Experience #452 - Immortal Technique & Chino XL,4,415190,1232,4448,209,21.282296650717704,48.32654639175254,37.74275186850101,0.04,19.972499999999997,39.805,68.3225,195.87,0.17669072164948446,0.21218378333831112,-0.74,0.07,0.185,0.3,0.84
366,2014-02-19,Joe Rogan Experience #457 - Ari Shaffir,2,148555,421,1063,86,12.36046511627907,48.851903409090895,36.81736977907755,0.21,20.07,42.1,66.8475,191.72,0.16255681818181808,0.20882317704129322,-0.51,0.04750000000000001,0.16,0.28,0.75
367,2014-02-21,Joe Rogan Experience #459 - Dr. Rhonda Patrick,3,560979,1354,5862,237,24.734177215189877,57.05789703315877,43.45562073113505,0.21,25.625,49.69,76.8,463.76,0.21690226876090704,0.2153074435400612,-0.72,0.11,0.21,0.34,0.87
368,2014-02-25,Joe Rogan Experience #460 - Kron Gracie,1,744302,1096,6096,240,25.4,46.39308641975311,34.687365343873985,0.38,19.9,39.06,66.24,197.9,0.20342935528120676,0.21434934324665106,-0.8,0.09,0.21,0.34,0.75
369,2014-03-04,Joe Rogan Experience #463 - Louis Theroux,4,1527496,2392,10251,620,16.533870967741937,50.22047085201808,37.26332150616223,0.16,23.6075,43.629999999999995,67.235,262.45,0.2063789237668164,0.22253927397625975,-0.94,0.08,0.21,0.34,0.84
370,2014-03-05,"Joe Rogan Experience #464 - Robert Greene, Aubrey Marcus",0,238279,720,3074,101,30.43564356435645,51.212135416666655,40.00916451261239,0.18,24.4525,42.585,68.4825,280.17,0.21756944444444434,0.22826528130082105,-0.76,0.12,0.215,0.3524999999999999,0.75
371,2014-03-11,Joe Rogan Experience #467 - Peter Giuliano,4,91877,264,949,43,22.06976744186047,52.0744761904762,36.5070593155331,0.52,22.585,46.18,74.865,197.68,0.25452380952380954,0.20416714211261433,-0.44,0.15,0.27,0.37,0.75
372,2014-03-12,"Joe Rogan Experience #468 - Duncan Trussell, Christopher Ryan",2,377338,1043,3352,224,14.964285714285715,58.79977049180317,43.368539571495106,0.17,28.425,50.04,79.425,346.4,0.18867759562841532,0.20991427835379592,-0.74,0.09,0.19,0.3,0.87
373,2014-03-18,Joe Rogan Experience #469 - Dr. Carl Hart,3,426292,1375,4695,216,21.73611111111111,77.56449001051521,59.13604207007194,0.45,33.335,66.23,107.41999999999999,486.36,0.11354363827549933,0.2228059290976448,-0.8,-0.02,0.1,0.24,0.75
374,2014-03-19,Joe Rogan Experience #470 - Amber Lyon,5,395076,1325,3703,207,17.88888888888889,64.25724035608306,50.35710959077401,0.63,27.87,54.3,87.78999999999999,568.29,0.19750741839762637,0.20617813766222493,-0.83,0.09,0.2,0.31,0.75
375,2014-03-21,Joe Rogan Experience #472 - Shane Smith,4,238016,929,1952,128,15.25,52.42135752688167,37.89900950294129,0.21,21.9175,44.78,73.7475,213.94,0.15428763440860216,0.21452135347924842,-0.76,0.05,0.16,0.27,0.75
376,2014-03-24,Joe Rogan Experience #473 - Jim Jefferies,2,1803457,2139,11546,1088,10.612132352941176,48.5832447817836,40.329196507250465,0.17,21.18,40.05,65.02,513.48,0.1667868437697661,0.22658733634376185,-0.92,0.06,0.18,0.3,0.84
377,2014-03-26,Joe Rogan Experience #474 - Hannibal Buress,2,466571,879,3469,186,18.650537634408604,48.61384853168471,37.069796959532766,0.36,20.15,42.4,69.64,318.7,0.17882534775888723,0.23392633086701728,-0.76,0.05,0.19,0.31,0.75
378,2014-03-27,Joe Rogan Experience #475 - Adam Carolla,2,326237,716,2495,249,10.02008032128514,56.337605118829984,43.87588489997519,0.01,26.415,47.72,74.465,401.77,0.1758318098720293,0.21154454032045444,-0.78,0.07,0.17,0.3,0.75
379,2014-03-27,Joe Rogan Experience #476 - Honey Honey,4,57917,264,509,59,8.627118644067796,47.3673933649289,32.49665189100994,0.31,23.255000000000003,42.81,64.025,190.22,0.2281990521327013,0.2383406489700786,-0.68,0.095,0.22,0.39,0.84
380,2014-03-29,Joe Rogan Experience #477 - Dennis McKenna & Josh Wickerham,3,311878,975,3249,176,18.460227272727273,59.67424892703852,48.3361397254062,0.31,25.009999999999998,48.88,78.10499999999999,282.87,0.21722460658082973,0.19880810944054067,-0.76,0.11,0.2,0.32,0.75
381,2014-03-31,Joe Rogan Experience #478 - Eddie Bravo,1,385644,932,3761,145,25.93793103448276,45.3626086956522,34.56978881965852,0.28,18.055,38.64,63.775000000000006,201.79,0.1914673913043477,0.2123634902624526,-0.63,0.09,0.2,0.31,0.74
382,2014-04-01,Joe Rogan Experience #479 - Joel Salatin,0,171825,632,2654,102,26.01960784313725,57.2676647834275,43.820197038565894,0.63,24.67,48.6,81.34,321.09,0.22757062146892662,0.20316164259541192,-0.64,0.11,0.23,0.34,0.75
383,2014-04-09,Joe Rogan Experience #482 - Rob MacCachren & Bud Brutsman,1,42706,110,293,39,7.512820512820514,52.74752577319589,45.56899027918473,0.52,21.09,42.46,68.09,288.39,0.17422680412371133,0.23918191756636126,-0.63,0.07,0.19,0.29,0.69
384,2014-04-10,Joe Rogan Experience #483 - Mark Kendall,4,41265,159,311,34,9.147058823529411,48.247213114754075,34.666098957951284,0.57,25.15,42.11,66.77499999999999,189.61,0.2596721311475409,0.21501079898395384,-0.67,0.12,0.27,0.39,0.72
385,2014-04-12,Joe Rogan Experience #484 - Alexis Ohanian,0,89588,281,815,47,17.340425531914892,48.236842105263136,36.78078668651508,1.13,19.7575,41.815,66.24499999999999,197.65,0.17162280701754395,0.2209161895958875,-0.65,0.06,0.19,0.2925,0.74
386,2014-04-15,Joe Rogan Experience #485 - Amy Schumer,2,1084143,2746,4515,5142,0.8780630105017503,59.48184992921179,44.639307656790116,0.26,27.57,50.55,81.16,400.39,0.13638980651250546,0.24380083864381613,-0.76,0.02,0.16,0.27,0.75
387,2014-04-16,Joe Rogan Experience #486 - Brendan Schaub & Bryan Callen,2,312771,792,2159,135,15.992592592592592,48.43574695121951,34.5616800339546,0.25,23.485,41.89,66.78,253.25,0.15460365853658548,0.23042972451659344,-0.82,0.06,0.16,0.28,0.84
388,2014-04-17,Joe Rogan Experience #487 - David Seaman,1,74359,323,513,57,9.0,54.82745247148286,41.323323321770204,0.31,26.6,47.26,76.31,270.25,0.1388593155893537,0.20100375784224872,-0.77,0.03,0.14,0.25,0.72
389,2014-04-22,Joe Rogan Experience #488 - Iliza Shlesinger,2,505663,1272,3282,594,5.525252525252526,59.03323863636352,43.654494464396805,0.18,26.105,51.035,81.94,291.63,0.19026515151515144,0.21274804482274584,-0.73,0.08,0.19,0.33,0.75
